posture,left_shoulder_left_hip_left_knee_angle,left_hip_left_knee_left_ankle_angle,right_shoulder_right_hip_right_knee_angle,right_hip_right_knee_right_ankle_angle,left_knee_left_hip_right_hip_angle,left_knee_left_ankle_right_ankle_angle,right_knee_right_hip_left_hip_angle,right_knee_right_ankle_left_ankle_angle,left_shoulder_left_hip_distance,left_hip_left_knee_distance,left_knee_left_ankle_distance,left_shoulder_left_knee_distance,left_shoulder_left_ankle_distancee,left_hip_left_ankle_distance,right_shoulder_right_hip_distance,right_hip_right_knee_distance,right_knee_right_ankle_distance,right_shoulder_right_knee_distance,right_shoulder_right_ankl_distancee,right_hip_right_ankle_distance,left_knee_right_knee_distance,left_ankle_right_ankle_distancee
0.0,0.8271618598812847,-1.5864009948924283,0.9054485333211267,-1.388659357721019,0.44581416432296606,1.120166444779609,-2.7826966354287093,-2.3060859921434758,0.9932664889050002,0.18100940985675124,0.6369856322549889,0.8808620794827564,1.4502180572158154,0.6649160885839543,1.006733511095,0.5966536737510681,0.350487467796407,0.7923887090367095,1.1401154644231233,0.634886383909243,0.515283370329607,0.4512921277727497
0.0,0.5057151981674778,-1.1743454282610786,0.8640024323120745,-1.1868265651507515,0.6940843124326527,1.1619049867260771,-2.8252600920420616,-2.3449582808589655,0.9936829732902023,0.25198754914438004,0.6053232390551258,0.782813551364054,1.3436410140425694,0.5586706818782211,1.0063170267097978,0.6602493934903487,0.32923825921104366,0.7652813439851907,1.076846074426637,0.6176282757197311,0.546517788479311,0.453522553495831
0.0,0.903337441500308,-0.9322341709279689,1.2143146213393203,-1.7036796702829977,0.0569949720317301,0.6110458077335477,-3.093831301491275,-1.768334966434427,1.0546532622188947,0.5668002321828843,0.9405910970986006,0.8327763913993981,1.7105153651914287,0.7552762029881035,0.9453467377811055,0.32101306349246256,0.49783161814871063,0.8859578355526379,1.3805358615563166,0.6270830216391531,0.09823634515461738,0.7563480618149488
0.0,0.17185825225219717,-0.5703004772492679,0.9501616275594482,-1.653493815838526,0.7828102393442633,1.3421925527634302,3.097220620529391,-1.543389034641771,0.9783157936624162,0.25581375468160295,0.7330725049544168,0.7275869097022105,1.4398160832327158,0.5358482748048948,1.021684206337584,0.5603408136698033,0.5030518331844964,0.8318376641951959,1.3325049129300708,0.7833335607180899,0.5759993705206921,0.7158196777210727
0.0,1.5932407498784573,-1.6897125020108619,1.4329794122362962,-1.3623035965932278,-0.6385306585553915,1.1949721309740893,2.5067074664560796,-2.27038395661166,0.9439936783176229,0.5807282234196633,0.8431607985591107,1.1193638831649422,1.9143015328214208,1.0790482351332766,1.0560063216823772,0.8958603688693453,0.850604541077953,1.287548364274907,1.9641425877294294,1.1002901861956595,0.39366493418431503,0.13210136085037716
0.0,1.2470518761912373,-1.1923562006668855,1.3372092829708093,-1.465420934601272,-0.32356919609129137,1.4249510667321938,2.7697954973537082,-1.4918048130680062,0.9949970890239995,0.6827740453311667,0.93249061593904,1.0119122988939244,1.8099477134673456,0.9301874711059168,1.0050029109760006,0.6065320436238445,0.9266877939920803,1.0467668965540387,1.9192691298055906,1.0528032439776445,0.00820207647175731,0.216754799059436
0.0,0.7554287020776387,-0.8158895875281653,0.9759601413646185,-1.5220349975580096,3.120760271657135,0.5604426210310633,-0.053784546970260264,-1.9079567875664796,1.0264876576942656,0.685548976282101,1.0055758716480712,0.706461248682192,1.6205484667476808,0.7324048825059394,0.9735123423057345,0.6953384508024758,0.5579126830877545,0.8201010385671643,1.3690535402198452,0.8700254908961008,0.0662839390690469,0.6013839216205934
0.0,0.5824933082080376,-0.949802577336582,0.8617051235318821,-1.5187191396949768,0.4834803029081037,1.0742356602399403,-2.8811356837990885,-1.7214637641088568,0.9853576875551379,0.21609674745602891,0.8015184202678356,0.8136278406601759,1.6053248602020775,0.6982639250399728,1.0146423124448622,0.6279854059043719,0.6040038411774702,0.7707604689434694,1.3747485504239305,0.8483500620172069,0.4733077037171257,0.7521124092679141
0.0,0.5475779712505147,-0.734894979595593,0.8199167312984419,-1.2465578528222996,0.6047039564048948,0.9072447721580751,-2.7940317315772782,-1.979828042597391,0.9789531768669648,0.28239675149139704,0.6674343134187151,0.7523512559892301,1.4197700607161614,0.49552751592286776,1.0210468231330352,0.6420635446116618,0.3969921771213515,0.7484687047704133,1.1372868495297548,0.6383074553546041,0.5148828862141893,0.7420693938704134
0.0,0.6346807032303935,-1.6374058506898872,1.0053438945600788,-1.1974029161541813,0.8529259356833147,1.9901979115853639,-2.5109144862209805,-1.813645444854637,1.0337934637726303,0.27273445596975476,0.6476763021990561,0.8300750158918049,1.361059874619483,0.7192938039095548,0.9662065362273695,0.7122434753695064,0.5880234315456456,0.838690154366312,1.3634643837004454,0.7399415171718506,0.48592601558718157,0.08033739388692276
